,id,text,created,sentiment
28,1.29364E+18,@DanielleFong @arram Experimenting with stock. Entering concatenated date/closing price list from April to en…/M3XwNRrTjd,8/12/2020 20:06,2
29,1.29364E+18,Bought an option for at strike 1505 last night after news when it was at 1463 for August 14. Today it peaked…/MYbkxXcl9j,8/12/2020 20:05,1
30,1.29364E+18,"I was beginning to feel negative around  technically it was starting to look weak, and then what do you know,…/yueVQLsj4S",8/12/2020 20:03,0
31,1.29364E+18,Channeling all of my power into my hands to hold these Tesla calls into tomorrow morn. #Stonks…/GPJOsiN4T6,8/12/2020 20:00,1
32,1.29364E+18,@TeslaPodcast @Tesla @elonmusk and not to mention and it’s running mate @nikolatrevor touting as the co…/bY6nPZKC0a,8/12/2020 19:59,1
33,1.29364E+18,Ross Gerber On What The (#TSLA) Stock Split Means For Investors/C4zsqcqR4Y via @YouTube,8/12/2020 19:50,2
34,1.29364E+18,"SWING TRADES ENTERED:

BTO $KHC Jan 45 Call #KHC
BTO $BYND Oct 200 Call #BYND
BTO $BA Sept 190/195 Vert #BA
BTO…/0prBfZXm7j",8/12/2020 19:49,2
35,1.29363E+18,$TSLA trade today. i'm happy with what i did. the biggest trade EVER. On the show @traderTVLIVE i told…/nahrpYQYZP,8/12/2020 19:45,1
36,1.29363E+18,Small downtrend resolving - chart/T8W630LKIc,8/12/2020 19:44,0
37,1.29363E+18,"$TSLA be ready for anything

Barely poked through 60RSI on the daily; after all the selling that was going on…/xzH9AvOcd3",8/12/2020 19:36,1
38,1.29363E+18,Would love it if $TSLA would show us a consistent bottom and another run. Potential for some indications of c…/HqoijYki5W,8/12/2020 19:32,0
39,1.29363E+18,Would love it if $TSLA would show us a consistent bottom and another run. Potential for some indications of c…/HOZvN8NmqU,8/12/2020 19:31,0
40,1.29363E+18,"$TSLA What a beastly move today!

Opportunities with progressive trims and dip buying until the massive move!…/xKQDuNMave",8/12/2020 19:13,1
41,1.29363E+18,Long ,8/12/2020 19:13,2
42,1.29363E+18,$TSLA $NVDA $ROKU $AAPL$BA were good to me today. $Amzn was there as well but can not trade everything! #Ba…/5mZKkQ5bYR,8/12/2020 19:13,1
43,1.29363E+18,Can I get an update on how bad the short sellers are doing? Maybe @elonmusk’s got new short sleeved shirts co…/eXt2QPKpyk,8/12/2020 19:09,0
44,1.29362E+18,"$TSLA have new calls 1555 region, 1600-1700 range tomorrow imo. Momentum trade... $NIO $NKLA ",8/12/2020 19:06,1
45,1.29362E+18,Everyone who missed the days of shorting at $300 finally has a chance to remember those joyful trades and do…/QzkZu64PCp,8/12/2020 19:04,1
46,1.29362E+18,"TESLA after stock split 5-1 announcement 

#market…/0LW3mUo1PU",8/12/2020 19:03,2
47,1.29362E+18,"H to the O to the L to the D <U+0001F3B6> 
",8/12/2020 19:00,1
48,1.29362E+18,$TSLA breaking out of the descending triangle to the upside - chart/eYeL795x6m,8/12/2020 18:59,1
49,1.29362E+18," Inc.
NASDAQ: #TSLA
jump at
1.565,16 USD +++190,77 (+++13,88 %)
12. Aug., 14:52 GMT-4
5 for 1 shares/0TyYUfNNR9",8/12/2020 18:55,2
50,1.29362E+18,"Tesla Call Option Debit Spread <U+0001F4C8><U+0001F4C9> Subscribe for daily ideal crypto entry alerts!!

/DgthIiWsB5",8/12/2020 18:50,2
51,1.29362E+18,a $50 billion increase in value so far....today!/Z6qX0NvUWm,8/12/2020 18:48,1
52,1.29362E+18,When is Elon buying Robinhood ? ,8/12/2020 18:38,1
53,1.29362E+18,Don't ever bet against @elonmusk  who sends rockets into space for NASA as a side gig ,8/12/2020 18:32,1
54,1.29362E+18,"$TSLA 200%+ gains on calls today! woohoo!

Breakover downtrend line

Breakover 1500 resistance

$NIO $NKLA…/Pfl7E0faF1",8/12/2020 18:27,1
55,1.29362E+18,@NewYork_SEC needs to investigate - Market has run amok,8/12/2020 18:27,0
56,1.29361E+18,"up 15% on the 5 to 1 split news, lol that seems a little excessive. But tsla has traded sideways/down for so…/yInVd6K05p",8/12/2020 18:26,0
57,1.29361E+18,What tsunami looks like... Steady &amp; slow but unstoppable rise...  ,8/12/2020 18:24,1
58,1.29361E+18,Bought 0.74 at noon now at 2.53 <U+0001F602><U+0001F602><U+0001F602><U+0001F602> ,8/12/2020 18:19,1
59,1.29361E+18,"I Should Do All The Bears A Favor &amp; Buy Tesla

",8/12/2020 18:19,1
60,1.29361E+18,"$TSLA last objective of the day met 

Next stop ",8/12/2020 18:18,2
61,1.29361E+18,just getting started $TSLA,8/12/2020 18:17,1
62,1.29361E+18,Long term 2210 usd,8/12/2020 18:16,1
63,1.29361E+18,NOTHING BUT A SMIL ON MY FACE <U+0001F601><U+0001F601><U+0001F601><U+0001F601><U+0001F601><U+0001F601><U+0001F601> @elonmusk @Tesla @teslacn @vincent13031925 Is it to early to celebrate the gr…/P6x9Xbzki3,8/12/2020 18:13,1
64,1.29361E+18,Target acquired - chart/nBt4ZcX1fQ,8/12/2020 18:09,2
65,1.29361E+18,has changed wording of the 7 day return policy. It now says the return “must be completed” within 7 days. Thi…/1Awaxf8R6I,8/12/2020 18:02,0
66,1.29361E+18,"Attempting 1560 now.
Is Ross in the business of pumping stocks now?
<U+0001F602>/HJLVPPFka3",8/12/2020 18:01,0
67,1.29361E+18,"Tesla announced a five-for-one split on Tuesday evening, that will go into effect on the 31st of August. The reason…/JtpGs6LWTb",8/12/2020 17:52,2
68,1.29361E+18,this stock.never fails to amaze me. Like a yoyo,8/12/2020 17:49,1
69,1.29361E+18,Gap resistance here - chart/neJF1I3MR1,8/12/2020 17:49,0
70,1.29361E+18,Tesla is making my month today! ,8/12/2020 17:48,1
71,1.2936E+18,Rapid Progress Of Tesla's Gigafactory Berlin Shown In New Photo/1JcJBBA1pk,8/12/2020 17:46,1
72,1.2936E+18,Damn ,8/12/2020 17:42,0
73,1.2936E+18,Ross Gerber On What The (#TSLA) Stock Split Means For Investors/8O58NhmAC7 via @YouTube,8/12/2020 17:38,2
74,1.2936E+18,Looking forward for the next stock split...any ideas when @JeffBezos ? done done. It is going to be a b…/TFoHYDWqWc,8/12/2020 17:38,1
75,1.29406E+18,"2 Day Trades.
1 Big Win. 1 Small Loss.

Traded $UBER &amp; $TSLA.

1) $UBER Long: -$108 
     Didn’t execute it properl…/rcrYt8pjST",8/13/2020 23:54,1
76,1.29406E+18,"@ntfri @elonmusk RT @ntfri: This is not made in china @elonmusk 

/bCJQU5jfSf

@Lamborghini",8/13/2020 23:52,1
77,1.29406E+18,"This is not made in china @elonmusk 

/vLMpSptAJx",8/13/2020 23:48,1
78,1.29406E+18,"Stolen off of Facebook. Too funny not to share! @TeslaPodcast, Rob we thought of you instantly. ",8/13/2020 23:40,0
79,1.29405E+18,"Which of these two will continue running after their split? <U+0001F4C8><U+0001F4B5><U+0001F680>

Mentioned: $TSLA/+ $AAPL/",8/13/2020 23:33,0
80,1.29405E+18,"You really get a free stock! Start an account and invest in Apple, Microsoft, Tesla! #MSFT…/lXvEgqc9Pc",8/13/2020 23:20,2
81,1.29405E+18,So this was on “5/1” <U+0001F914>@elonmusk ,8/13/2020 23:20,2
82,1.29405E+18,Hey @jimcramer you think will go down $200 tomorrow ? @james4929 ,8/13/2020 23:08,0
83,1.29405E+18,@vincent13031925 Jonas picked the recent low price on for the target.<U+0001F642>,8/13/2020 23:05,0
84,1.29405E+18," Inc.
#NASDAQ: #TSLA
5 for 1
1.621,00 USD +66,24 (4,26 %)
close: 13. Aug., 18:52 GMT-4 ·
aftermarket 1.644,9…/3uNPCqhYYi",8/13/2020 22:57,2
85,1.29404E+18,"This pup here is excited that splits are becoming popular again. 
First time I became a fan - $NFLX did a 7:…/QpJeWclZnN",8/13/2020 22:47,1
86,1.29404E+18,Really learned the importance of long term investing after this month. @Tesla ,8/13/2020 22:39,1
87,1.29404E+18,"The best is getting better! Let’s go! #battery_day
#<U+D14C><U+C2AC><U+B77C> $TSLA/lyRk0XvJT1",8/13/2020 22:31,1
88,1.29404E+18,@BLKMDL3 OMG .... why does that sound frisky?    ,8/13/2020 22:18,0
89,1.29403E+18,Aging beautifully <U+0001F609> ,8/13/2020 22:00,1
90,1.29403E+18,"$TSLA could squeeze above 1650 <U+0001F92B><U+2604><U+FE0F><U+0001F680> Can it do it? <U+0001F92D>

$NIO $NKLA ",8/13/2020 21:37,1
91,1.29403E+18,"$1650s all day long, holding overnight<U+0001F91E>#tsla<U+2764><U+FE0F>",8/13/2020 21:36,1
92,1.29402E+18,"Ross Gerber (@GerberKawasaki) On What The (#TSLA) Stock Split Means For Investors - @TDANetwork 

/XKHW43BSKF",8/13/2020 21:25,2
93,1.29402E+18,$TSLA closes above its opening price after recovering from early selling pressure:/G1aRlYJwsm,8/13/2020 21:04,1
94,1.29402E+18,@devopsleader we took a loss on midday re entry into as it broke down intraday levels we needed it to hold bu…/T6vir2HO7s,8/13/2020 21:01,0
95,1.29401E+18,"<U+2B06><U+FE0F> day for PF1 +2.26% ( 23.48%YTD <U+2705>)
all positions +today 
+ 4.25% was the biggest 
+0.04% the smallest…/6TCzeOyEoY",8/13/2020 20:36,2
96,1.29401E+18,This is also a good day ,8/13/2020 20:32,1
97,1.29401E+18,Just bought my FIRST EVER SHARE OF TESLA!!! Let’s FUCKING GO!!!! <U+0001F911><U+0001F911><U+0001F911>/AEHuENFHwe,8/13/2020 20:30,1
98,1.29401E+18,Thank you #TSLA!/2R5wLGhAX9,8/13/2020 20:22,1
99,1.29401E+18,Pussy charged up like a brand new Tesla ,8/13/2020 20:19,1
100,1.29401E+18,traders: Info memos from today and yesterday:    #TSLA/2TSL. Find details on them:…/gOMdbmZnPb,8/13/2020 20:18,2
101,1.29401E+18,traders: Info memos from today and yesterday:    #TSLA/2TSL. Find details on them:…/cx0cQH1E2M,8/13/2020 20:18,2
102,1.294E+18,It’s time for $EVSI to run to $25+. What a cool product &amp; business model. Next level for the EV market ,8/13/2020 20:14,1
103,1.294E+18,"Tesla Inc closed at $1621 (4.26%) <U+0001F4B9> Market Cap is now $266.988B
",8/13/2020 20:07,2
104,1.294E+18,Tesla is about to split 5 to 1.  Buy some now!  ,8/13/2020 19:57,1
105,1.294E+18,Whoah. Just how good will these new batteries be? ,8/13/2020 19:53,1
106,1.294E+18,I want to buy but too scared to buy....<U+0001F62B><U+0001F62B>,8/13/2020 19:46,2
107,1.294E+18,Rolled over to next week's expiration currently up 20% ,8/13/2020 19:45,1
108,1.29399E+18,@TraderCockney All day long :),8/13/2020 19:26,1
109,1.29399E+18,Why Tesla Stock Is Up Sharply Again Today $TSLA/j4a9GJWvZg ,8/13/2020 19:19,1
110,1.29399E+18,BOOM $TSLA MSP ALGO Trading Bot  -Perfect timing for BLACK CAT bounce. <U+0001F408><U+200D><U+2B1B>/fttaoyrQ0D,8/13/2020 19:18,1
111,1.29399E+18,@teslaownersSV Well that's a for me! Purchasing more  - what else is there?   #YayBaby!  #ModelY…/q59i8twHUh,8/13/2020 19:16,1
112,1.29399E+18,"Oh Chit!
$TSLA  Expire:08/14/2020 1630.00 Put 
Bid: 29.80 Ask: 30.85
About time Hit!
10:42 AM ET, 08/13/2020…/0TNQ70gF8X",8/13/2020 19:06,0
113,1.29398E+18,TESLA Dont Miss this Buy - chart/VbYnmUmOwN,8/13/2020 18:56,0
114,1.29398E+18,who is considering selling #TSLA? what would be a good cut off ... 120% gains or more?,8/13/2020 18:41,0
115,1.29398E+18,- Tesla and Bitcoin: The Most Viewed Assets in America - TradingView -/vXZqsVIBYP,8/13/2020 18:40,2
116,1.29398E+18,"
If you want to trade but are bleeding ca…/yhBORku6X1",8/13/2020 18:31,2
117,1.29398E+18,"Someone Owe's Me $40! <U+0001F923><U+0001F923><U+0001F923>

",8/13/2020 18:26,0
118,1.29397E+18,Many finance analysts say that stock split would not affect the value of stock but think about it. If decreas…/qXcSeBJD04,8/13/2020 18:16,0
119,1.29397E+18,"We Dug Deeeeeep Into The Toolbox Today Even Breaking Out The BFH (Bought A MOMO To Ensure The Drop)

But We Did It.…/1Ttb0hcN0m",8/13/2020 17:43,2
120,1.29397E+18,I have released version 1.0 of my new @TeslaFi iOS shortcuts which extend TeslaFi's capabilities with Siri. I plan…/Tr2XGjtE5N,8/13/2020 17:40,2
121,1.29396E+18,Bless-la <U+0001F64F><U+0001F3FE> ,8/13/2020 17:27,1
122,1.29396E+18,"@stevenmarkryan Sorry, rumors about potential inclusion of soon?
Have you heard of?",8/13/2020 17:20,0
123,1.29396E+18,1 hour charts for the Group 3 instruments are available for members viewing/pmRwR8GU2P,8/13/2020 17:19,2
124,1.29396E+18,"In some ways, money managers are pinned into buying stocks for sure. This thing seems like it'll keep going and, at…/a6ygBhkfkA",8/13/2020 17:14,1
125,1.29396E+18,"The current trend I see is , splitting their stock is the gas the market needed. I see , ,…/UZg3nF9fJz",8/13/2020 17:13,1
126,1.29396E+18,Hopped back on that train we back moving sorry if you missed us again <U+0001F4C8><U+270C><U+0001F3FE>,8/13/2020 16:58,1
127,1.29395E+18,$TSLA preparing to squeeze higher soon imo.,8/13/2020 16:57,1
128,1.29395E+18,strike 1650 <U+0001F62C>,8/13/2020 16:49,2
129,1.29395E+18,should introduce a Cyber(x) line after the CT and do things like a Back-To-The-Future DeLorean built on the R…/PeHO6WtuB7,8/13/2020 16:48,2
130,1.29395E+18,finding support at 1600? wouldn’t be shocked if it’s at 2000 before the stock split now <U+0001F5E3>/Q93Ntwphk8,8/13/2020 16:44,2
131,1.29395E+18,"Tesla Inc is now $1644.31 (5.76%) <U+0001F4B9>
",8/13/2020 16:37,2
132,1.29395E+18,"That one photo of Elon and Maxwell is probably the 100th photo I've seen of them together.

This proves they were b…/8kCRL2qCt0",8/13/2020 16:36,1
133,1.29395E+18,Green day on the market today <U+0001F44C><U+0001F3FB><U+0001F525><U+0001F525> + others <U+0001F4A5><U+0001F680>/T5Sw2xMWN4,8/13/2020 16:34,1
134,1.29442E+18,"Hit first target<U+2705>
70 pips profit and running!<U+0001F525><U+0001F525>

   ",8/14/2020 23:45,1
135,1.29442E+18,"CNBC should be embarrassed. Is this guy high or just really that idiotic?

#stockmarket…/Mn6f7Eun3E",8/14/2020 23:43,0
136,1.29442E+18,"Hit first target<U+2705>
70 pips profit and running!<U+0001F525><U+0001F525>

   ",8/14/2020 23:30,1
137,1.29441E+18,"And yet we're still in the green. Stop missing these plays and come join us
",8/14/2020 23:22,1
138,1.2944E+18,what the hell tesla massive afterh ours  stock drop   ,8/14/2020 22:27,0
139,1.2944E+18,BofA analyst on why he upgraded Tesla to neutral $TSLA/acY1yCftNT ,8/14/2020 22:19,1
140,1.2944E+18,"I’ll say it again, why wouldn’t you follow @HourglassTrader ? #spy…/G8KkAiEN0d",8/14/2020 22:17,2
141,1.2944E+18,"
tsla stock market 
tesla shown to drop just now by over 500 dollars at about 550 pm then shows it jumped bac…/jG5AweOoEt",8/14/2020 22:13,2
142,1.29439E+18,Weekly close above 1689 opens the door to a new ATH. ,8/14/2020 22:04,1
143,1.29439E+18,"have a great weekend everyone

$TSLA $SPY/slYgnV2oDZ",8/14/2020 22:01,1
144,1.29439E+18,Tesla released updated proxy for Sept. 22 Shareholder Meeting. It outlined 7 key agenda items to be voted on by com…/TN1oM2oyQJ,8/14/2020 21:35,0
145,1.29438E+18,"Tesla is just my favorite company ever. Who has the same opinion? 
",8/14/2020 21:10,1
146,1.29438E+18,<U+2714><U+FE0F> rally resumes after target price raise and new patent on Smart Summon feature/b4BBLPTETS,8/14/2020 20:54,2
147,1.29438E+18,@richtechexec @elonmusk Your product is more useful and help to humanity than whole thing.,8/14/2020 20:52,1
148,1.29437E+18,@DeItaOne And provide a free ,8/14/2020 20:30,2
149,1.29437E+18,"$TSLA closes higher for the 3rd day in a row:/ritBtvT5Yn
Sentiment: Neutral ",8/14/2020 20:26,1
150,1.29437E+18,Hotcars. com is going to lose a lot of people a lot of money (stocks &amp; pre-orders). This is just ridiculous <U+0001F644>.…/Eym1Q3Bp0U,8/14/2020 20:16,0
151,1.29437E+18,@Tesla @elonmusk Must be pretty happy with how are gaining in momentum. 5/split c…/5sxseXgEC7,8/14/2020 20:14,1
152,1.29437E+18,@VintageHead @jasondebolt @AlternateJones @TeslaJess @Gareth_Cayman @WholeMarsBlog @elonmusk Yeah. Thats what we’re…/KC0PaPO1Ma,8/14/2020 20:11,2
153,1.29437E+18,"<U+0001F680> News Tesla Inc closed at a new high $1650.71 (1.83%) <U+0001F4B9> Market Cap is now $307.629B
#TSLAQ…/5yfFedfCTo",8/14/2020 20:07,1
154,1.29435E+18,@Casey @elonmusk @Teslarati Keep it up. If you two keep tweeting I’ll be able to own a home soon too. ,8/14/2020 19:07,1
155,1.29435E+18,"@Gf4Tesla This is just unbelievable.
It so great and so superfast!
@elonmusk ",8/14/2020 18:58,1
156,1.29435E+18,TSLA: Repeating the same old story! - chart/oLQwmSdH3F,8/14/2020 18:57,1
157,1.29434E+18,"$TSLA Bank of America near doubles price target for electric vehicle giant Tesla, hailing its ""unfettered access to…/FsIyRa6DuJ",8/14/2020 18:45,1
158,1.29434E+18,"No new fake news today, what a shame ",8/14/2020 18:24,0
159,1.29434E+18,"$TSLA Bank of America near doubles price target for electric vehicle giant Tesla, hailing its ""unfettered access to…/fFg5neIQ4u",8/14/2020 18:20,1
160,1.29434E+18,Happy Werkend yo All!!! ,8/14/2020 18:17,1
161,1.29434E+18,"Can Tesla (TSLA) make all-time highs soon?

",8/14/2020 18:14,1
162,1.29434E+18,"@lisaabramowicz1 When the stock market closes at a record high, Congress will know how insignificant they really ar…/dSMIoWOQLX",8/14/2020 18:14,1
163,1.29433E+18,"$TSLA Bank of America near doubles price target for electric vehicle giant Tesla, hailing its ""unfettered access to…/ODQW1sUnzC",8/14/2020 18:06,1
164,1.29433E+18,"How recent is this?

/C0eXX12bYx

",8/14/2020 17:29,2
165,1.29432E+18,What is everyone today? I am having a big block looking for opportunities. ,8/14/2020 17:26,1
166,1.29432E+18,"I participated in Duck Creek Technologies IPO. <U+0001F525>+52% from opening. 
Still we should wait until end of lockup period…/6z2HUaNF64",8/14/2020 17:01,2
167,1.29432E+18,Looks Ready For A Vist To The Woodshed Here ,8/14/2020 16:54,0
168,1.29432E+18,The Group 3 Live Analysis / Room video recording is available for members/ZYAFCf5ZeZ,8/14/2020 16:50,2
169,1.29432E+18,"Below is the link to my most recent article on $TSLA. Enjoy./qP1i13pt21
",8/14/2020 16:50,2
170,1.29432E+18,1 hour charts for the Group 3 instruments are available for members viewing/s6oCV2hHsN,8/14/2020 16:50,2
171,1.29431E+18,"I just can't today, I need a Xanax ",8/14/2020 16:44,0
172,1.29431E+18,"Tesla Inc is now $1644.67 (1.46%) <U+0001F4B9>
",8/14/2020 16:37,2
173,1.29431E+18,holding well but loosing some steam when the broader market is lagging./a0UsTJVbv9,8/14/2020 16:31,0
174,1.29431E+18,"$MESO $MESO soar 55%
On 12:00 market heatmap,
top gainers: $MESO 55% $FTCH 10% $NVAX 8% $TOY 6% 
most active: $RKT…/y6cRLufaEF",8/14/2020 16:29,2
175,1.29431E+18,Accidentally bought 2x the amount of TSLA shares I wanted the other day @Tesla/DddGmun8h1,8/14/2020 16:28,1
176,1.29431E+18,"As more hints are coming about the Tesla Battery Day, the more investors want to get in before the possible big Tes…/L34hkZZUvT",8/14/2020 16:27,1
177,1.29431E+18,Starting to wonder whether the Robinhoodies will either panic buy or panic sell when they see $TSLA price cut to 1/5th. ,8/14/2020 16:20,0
178,1.29431E+18,A lot of people are making dangerous bets. ,8/14/2020 16:10,0
179,1.2943E+18,"hit second target!<U+2705>
+55 pips done!<U+0001F525>

     ",8/14/2020 16:00,1
180,1.2943E+18,"@elonmusk 
1:5=4:20
<U+0001F612>
You players well father.

",8/14/2020 15:56,2
181,1.2943E+18,"hit second target!<U+2705>
+55 pips done!<U+0001F525>

     ",8/14/2020 15:45,1
182,1.2943E+18,@AlexisDaytrader I’m even across the board on EV and Drone Comps. Any OG…/c23Lm0sHHA,8/14/2020 15:43,1
183,1.2943E+18,Didnt make it to work today. Let's day trade ..  ,8/14/2020 15:37,2
184,1.2943E+18,1900 by EOM? - chart/hxD6WQUiX7,8/14/2020 15:37,2
185,1.29429E+18,"+$410 in 15 minutes | Small Account Trade Log | LIVE Day Trading
Watch how I did it on my youtube channel EZPrime T…/QPdrFvy0yz",8/14/2020 15:28,2
186,1.29429E+18,"$TSLA Money continue to flow to 
On 11:00 market heatmap,
top gainers: $MESO 46% $FTCH 12% $NVAX 10% $TOY 7%…/eSfJohgDbT",8/14/2020 15:24,1
187,1.29429E+18,"@NuovaRealta Gordon is harmless. He can't fool many (if any) investors by now, at least not the type who does the a…/uoewFfjVvO",8/14/2020 15:06,0
188,1.29429E+18,"$GBHL Buying shares looks like it’s about to break.

$GAXY $TLSS $JADA $XTRM $SPOM",8/14/2020 15:04,2
189,1.29428E+18,"Ah, now I know what @elonmusk meant by “stock price is too high”. He was referring to a stock split! $TSLA ",8/14/2020 14:37,1
190,1.29428E+18,<U+0001F534> Top 10 Electric Cars Proving that Chinese Models Can Be Good/reaolsZEKp,8/14/2020 14:32,0
191,1.29428E+18,Huge IV jump just now in cheap puts,8/14/2020 14:26,0
192,1.29428E+18,Tesla regulatory credits revenue reached the highest at more than $400 million in 2Q 2020. In the 1st 6 months alon…/QXzI4lVUME,8/14/2020 14:19,1
193,1.29428E+18,"@RudyHavenstein Start here you will feel better

Top 5 ridiculous market trends in 2020 -

- 

- #TSLA…/5Pr26ltxI5",8/14/2020 14:19,0
194,1.29427E+18,Can someone tell me if TSLA trading will stop between 22nd and 28th August? Can we still buy the stock during…/8CEYJQCk6K,8/14/2020 13:51,2
195,1.29427E+18,"<U+0001F4D1>The uptick was supported by a mildly softer tone surrounding crude oil prices, which tend to undermine the commodi…/YXxriqf8Vt",8/14/2020 13:46,1
196,1.29478E+18,@GerberKawasaki @elonmusk has the easy answer and it's headquarters are in your home state. Wake up Californ…/2WVIaIL9AL,8/15/2020 23:26,1
197,1.29478E+18,List of Confirmed Starlink Speed Tests ,8/15/2020 23:23,1
198,1.29477E+18,@elonmusk Turned down by Tesla Solar in Truckee CA due to snow loads. engineers didn’t believe that resistive…/9zx7rEuarT,8/15/2020 23:01,2
199,1.29477E+18,"All employees get shares+options. Every single staff.

They've been through Price/Work/Press Hell the past 3…/DcDDFCLTD7",8/15/2020 23:01,1
200,1.29477E+18,<U+2714><U+FE0F> and are the most popular picks of users this week./JCmvYzVdWv,8/15/2020 22:48,1
201,1.29476E+18,/torvk2pTnl,8/15/2020 22:21,2
202,1.29474E+18,And this is how you boost the stock price. ,8/15/2020 21:09,1
203,1.29474E+18,Who else is buying more Tesla shares when the stock split happens? <U+0001F914> ,8/15/2020 20:55,1
204,1.29473E+18,"@ICannot_Enough Dream, hamsters, dream ",8/15/2020 20:26,1
205,1.29473E+18,Weekly Stock Market Review: <U+2705>Week #33<U+2705> Stay Ahead Of The Curve<U+2705>Beat The Market With AI <U+2705>/yZYSK6om19,8/15/2020 20:15,0
206,1.29472E+18,"@vizovisek @ScottStemple3 Can everyone measure no in dollars, please?
The is better.
Let's all make Teslas",8/15/2020 19:50,2
207,1.29472E+18,"I’m sorry if you have one, but i can’t understand why anyone would ruin the nice sleek interior design of a Tesla t…/lBbv7DyvTr",8/15/2020 19:46,0
208,1.29472E+18,"Tesla INC - Nasdaq

Here we go, after 2 weeks waiting for the pattern here the stock starting its rally .... would…/JBYs8S35kJ",8/15/2020 19:27,2
209,1.29471E+18,@hmeisler must be busying buying &amp; bonds to help them buy back the new split stocks with 40/…/lKOR5MEf5p,8/15/2020 19:02,1
210,1.29471E+18,"Find divergence in a stock chart with FlowTrade – $TSLA in this example but works with $AAPL $MSFT $AMD 
#TSLA…/VJuWcwUpPP",8/15/2020 18:59,2
211,1.29471E+18,Do I love Tesla ? Yes. Do my neighbours know ? Too :) Spread your love for the community <U+2665><U+FE0F> @WholeMarsBlog…/5dLqiO1uif,8/15/2020 18:55,1
212,1.2947E+18,is structurally bankrupt...fundementally...does that matter?,8/15/2020 18:10,0
